JbGkU,orRIx
rất hài lòng,"Khách sạn ở địa điểm đẹp, có đường đi riêng ra bãi biển. Mọi tiện nghi trong phòng thì quá ok, đội ngũ nhân viên thân thiện. Nói chúng tôi rất hài lòng về dịch vụ, mỗi tội giá walk in hơi cao quá so với giá book qua web trung gian."
Chưa thực sự hài lòng,"Mình và gia đình lưu trú tại đây 6 ngày nên mọi đánh giá cảm nhận không mang tính chủ quan.Đúng là khách sạn lớn thật nhưng dịch vụ rất kém,gia đình mình đến ks lúc 14h30' sau cả giờ tiêu chuẩn check in mà phải chờ đến 15h hơn mới được nhận phòng.Khi khách đến mà lễ tân không hề mang lành lý cho khách vào sảnh(mặc dù đang không đông khách).Thang máy phải chờ rất lâu và có phân biệt đối xử giữa khách VN và nước ngoài(lễ tân thấy khách nước ngoài là bấm giúp hoăjc hướng dẫn đi thang khác,còn người Việt thì dửng dưng,mặc dù nhà mình có con nhỏ hơn 1 tuổi). Chất lượng phòng bình thường vì đã cũ,ga gối chăn đã cũ cùng các vỏ đựng rác bằng chất liệu vải nên sợi bông cũ bay khắp phòng.Không vệ sinh cửa kính sổ kính nên nhìn rất phản cảm mất vệ sinh. Gia đình mình rất thích Nha Trang và mọi người ở đây nên năm nào cũng ghé NT.Nhưng thật sự là sẽ khó có lần gặp thứ hai với Havana. Vài lời trân thành !"
Havana Nha Trang - Trên cả tuyệt vời,"Gia đình tôi đã thực sự có kỳ nghỉ tuyệt vời và thoải mái tại đây, mọi dịch vụ tiện ích hài hòa và thân thiện khiến chúng tôi có cảm giác mình đang ở nhà vậy. Đường hầm ra biển riêng biệt thật an toàn với trẻ nhỏ và người già...Chúng tôi chỉ tiếc không ở lâu thêm được vì phải quay trở lại Hà Nội, nhất định tôi sẽ quay trở lại đây - Havana Nha Trang."
Rất hài lòng,"Vào 1 dịp đặc biệt tháng 7 vừa rồi tôi đã có thời gian quay trở lại Nha Trang. Quyết định khi ở Havana Nha Trang là một sự lựa chọn tuyệt vời. Gía có hơi mắc một chút nhưng bù lại tôi đượng tận hưởng những dịch vụ tuyệt vời, nhân viên phục vụ rất chuyên nghiệp. Cảm ơn các bạn vì tất cả :)"
Khách sạn hoành tráng,"Khách sạn rất lớn ngày trung tâm. Phòng đẹp và sạch sẽ,  mọi tiện nghi đều tốt, view nhìn ra biển rất đẹp. Hồ bơi lớn nhưng có vẻ lộn xộn bát nháo.  Có đường hầm ra biển rất thuận tiện, bãi biển sạch. Nhân viên phục vụ rất vui vẻ và nhiệt tình. Tuy nhiên khách sạn khá đông đúc và 90% là khách Trung Quốc nên hơi xô bồ."
Khách  sạn cho du khách Trung Quốc,"Tôi đánh giá Khách sạn ở mức trung bình do có đến 95% khách lưu trú tại đây trong 3 ngày tôi lưu trú là người Trung Quốc. Vô cùng thất vọng về khách lưu trú Trung Quốc , họ thực sự là nhưng du khách quá ồn ào, không tôn trong các du khách của nước khác. Tuy nhiên tôi đánh giá cao cơ sở vật chất của Khách sạn, Phòng tiện nghi, Ăn sang phong phú, bể bơi rộng và có lối đi riêng ra biển!"
Khách sạn tốt tại Nha Trang,"Havana đường đi lại khá thuận tiện,ngay trung tâm biển. Phòng ốc tiện nghi khá tốt,lối đi ra tắm biển rất thuận lợi,bể bơi đẹp tuy nhiên nước hơi lạnh chút,view biển tuyệt vời....đặc biêt bar Sky line nhìn toàn cảnh biển Nha Trang no1 Thật tuyệt khi nghỉ tại đây!"
Tôi hài lòng,"Thực sự tôi thích Havana, có lẽ cũng vì ksan này nằm ở khúc đẹp nhất của đường Trần Phú. Tôi khá ấn tượng vì hôm đó, vòi sen lớn trong phòng tôi bị hỏng, con gái tôi chỉ vô tình viết lại điều đó trên mảnh giấy đặt trên bàn và khi chúng tôi đi tắm biển về thì nó đã dc sửa. Dù nhỏ thôi nhưng thực sưj tôi ngạc nhiên và vui. Tôi có con nhỏ và tôi đã phải gọi cháo ở ksan cho con tôi và mỗi khi tôi oder cháo thì mọi yêu cầu của tôi dc thực hiện k thiếu điều gì. Có thể sẽ k là gì với ng khác ở tại ksan nhưng với tôi vậy là quá n. Cám ơn và hy vọng các bạn sẽ giữ dc phong độ này . Lần tới đến Nha Trang tôi sẽ lại ở Havana :))"
Kỳ nghỉ cùng gia đình,"Không gian đẹp, phòng ốc sạch sẽ & sang trọng, bar trên cao & dưới lòng đất ok. Đồ ăn sáng okĐường hầm đi bộ qua biển ok, hồ bơi đẹpNhưng check in chậm, đến nơi 14h mà đến hơn 30 phút vẫn chưa check in xong."
Khá tốt,"Mình đã nghỉ ở đây 3 ngày cùng vài người bạn.Điểm cộng:- Sảnh rất rộng, đẹp, rất nhiều tiện ích (máy tính, in, may vá, ...).- Lễ tân chu đáo, tận tình.- Phòng ốc sạch, đẹp, mọi phòng đều có view ra biển (thiết kế hay)- Phòng tắm nhìn rất sang, đẹp, đặc biệt kem đánh răng và sữa tắm có chất lượng cao (không phải kiểu kem màu xanh lục rẻ tiền).- Vị trí cực đẹp, gần chợ đêm, Vinpearlland, ...- Có bãi biển riêng và cả hầm để ra bãi biển.- Dịch vụ tốt, spa đẹp nhưng hơi đắt.- Bể bơi rất rộng, gym hiện đại tiện nghi.- Tầng thượng view vô cùng đẹp (khách sạn cao nhất Nha Trang mà).- Nhiều nhà hàng, phòng có đi kèm bữa sáng, nhiều đồ ngon.Điểm trừ:- Nhân viên khuân vác rất tệ, bê đồ chậm lại còn nói lớn.- Wifi rất rất rất tệ. Wifi ""miễn phí"" có cái giá của nó. Cả một server chung cho khách sạn nên 9 giờ tối mà tốc độ cực thấp, facebook mất 20 giây để load, quên youtube đi. Có đến hai mạng nên chẳng biết chọn mạng nào. Nếu thật sự muốn lướt web thì nên lướt muộn, khoảng sau 10 giờ thì gọi là tạm ổn.- Phòng cách âm rất chán. Mình ở cạnh phòng ông người Trung nên nói rất nhiều, oang oang lên. Hơn nữa 2 phòng liền nhau thì có cửa thông nhau (tất nhiên là khóa trong được), nhưng ông ta mời khách chơi, họ tò mò mở cửa rồi gõ cửa mạnh phòng mình lúc 10 giờ đêm. Nói chung là không riêng tư cho lắm. (Kinh nghiệm nhỏ, nên hỏi lễ tân đặt phòng tránh cạnh phòng người Trung, nên đặt cạnh người Nga vì họ rất lịch sự).- Skyline Bar rất đông vì ở cùng khu ngắm cảnh, hơn nữa kiểm tra quá gắt gao (có cả máy dò kim loại), nhân viên hách dịch, coi mình như là sếp người ta không bằng. Không nên cho trẻ em vào vì đó là bar, nhưng nói chung ở đó rất vui.Tóm lại, đúng chuẩn 5 sao, nhưng họ thật sự cần phải sửa hệ thống wifi, còn lại đều tốt hết"
Khách sạn 5 sao tại Nha Trang,"Công ty chúng tôi có kỳ nghỉ tại khách sạn Havana thật thoải mái, đa số khách ở đây hay không biết phải vào mùa không mà khách đa số là người Hoa, đi đâu cũng là người Hoa. Chúng tôi hài lòng về các dịch vụ tại khách sạn, phòng hướng biển nhìn rất đẹp và dễ chịu, buffet sáng phục vụ đầy đủ cho các khách Châu Á, Âu, món ăn và thức uống có hương vị phù hợp từng đối tượng. Nhưng vào buổi trưa hoặc chiều tối thì chờ thang máy hơi lâu tí nhưng cũng không sao.Tầng cao nhất của khách sạn là Skylight, mua vé 1 người là 150.000 vnd, miễn phí 1 soft drink, vì mình không có đặt chổ trước nên nhóm mình chỉ đứng xung quanh bàn tròn thưởng thức nước nghe nhạc DJ nhìn thành phố về đêm, còn nếu ai đã đặt trước đó thì được ngồi vào ghế nệm, vào buổi tối nhìn từ trên cao xuống thành phố Nha Trang rất đẹp. Khách sạn có đường hầm nối ra biển, có ghế dài nằm thư giãn tại đây.Hồ bơi độ sau 1.4m nên phù hợp với nhóm tụi mình, tiếc là chưa sử dụng được dịch vụ xông hơi và bể sục thủy lực của khách sạn.Các bạn hãy chọn khách sạn Havana cho các kỳ nghỉ nhé."
Tôi rất hài lòng,"Chất lượng dịch vụ tốt, phòng có thiết kế đẹp, sạch sẽ, tiện nghi, wifi tốc độ cao, nhân viên phục vụ nhiệt tình, thân thiện, có đường hầm ra biển rất tiện lợi và an toàn, tôi hy vọng sẽ quay trở lại khách sạn trong thời gian tới"
Chuyến du lịch thú vị,"Khách sạn đẹp, Đường hầm thông ra biển rộng và rát thuận tiện, thức ăn ngon và phong phú, đội ngũ phục vụ chuyên nghiệp, bãi biển sạch. tuy nhiên vẫn còn tình trạng bán hàng rong trong khu vực bãi biển. Nếu có dịp sẽ quay lại lưu trú tại đây."
tuyệt vời,"Khách sạn sang trọng từ bên ngoài lẫn nội thất bên trong. nhân viên lịch sự,nhiệt tình. Các dịch vụ như bể bơi,xông hơi,phòng gym .....rất tốt . có dịp đến nha trang tôi sẽ tiếp tục chọn khách sạn này"
Góp ý,"Cơ sở vật chất của KS rất tốt,bố tri các phòng hợp lý.Tuy nhiên bải đổ xe ô tô chưa hợp lý,bể bơi phòng xông hơi tốt nhưng thiếu nhân viên quản lý nên một số khách ý thức kém làm bẩn,ngồi nằm nhết nhác mất vệ sinh"
"Khách sạn đẹp, thuận tiện đi lại, thích hợp nghỉ dưỡng","KS đẹp, an ninh. Hồ bơi bố trí thích hợp. Đường hầm ra biển thuận tiện. Thuận lợi cho gia đình nghỉ dưỡng hoặc công tác tiếp khách. Tuy nhiên, đồ ăn sáng ít thay đổi. Nghỉ dưỡng 3 ngày nhưng các món như nhau, dễ gây nhàm chán."
Đông vui sang trọng,Đối với những bạn trẻ thích sôi động tấp nập thì rất tốt. Tuy nhiên cũng sẽ bị hơi ồn ào do khách sạn quá đông khách và lượng người ra vào luôn tấp nập. So với các khách sạn cùng loại thì Havana có nội thất rất tốt và sang trọng.
"Dịch vụ tốt, giá cả hợp lý","Dịch vụ tốt, nhân viên lịch sự, thân thiện. Vị trí khách sạn thuận lợi, tiện đi chơi. Đồ ăn sáng okay. Giá hợp lý đối với khách sạn 5*. Có đường hầm xuyên qua đường, ra biển rất tiện. View hướng biển nhưng tầm nhìn hơi bị hạn chế một chút, đó là điểm trừ duy nhất của KS này.Ngoài ra không có comment nào khác"
tất cả dịch vụ đều tốt đáng với giá tiền của tôi bõ ra! xui là lúc đó chưa có skylight nếu ko sẽ hoàn hảo hơn cho tôi,nói chung là rất ok không có gì gọi là bất ỗn chỉ có tiếc là lúc đó sky light chưa cơ hoạt động chứ nếu có thì chuyến đi của tôi sẽ rất hoàn hảo cho ngày kỷ niệm ! giá phòng cho khách sạn 5 sao như vậy cũng k quá là mắc
Havana trong lòng tôi,"Chuyến đi đối vớí gia đình tôi là lần đầu tiên, cảm nhận đc sự chào đón nhiệt tình sự chăm sóc chu đáo của Quý ks nói riêng và Nha Trang nói chung ngươi Nha Trang rata hiưèn hậu trung thực và mên khách. Hy vọng nêua coa dịp tôi và gđ sẽ troqr lại Nha Trang thành phố xinh đẹp"
Kỳ nghỉ thú vị của hai vợ chồng tôi tại thành phố biển Nha Trang.,"Được người bạn làm chủ Doanh nghiệp về bất động sản tại Nha Trang giới thiệu và đặt phòng KS Havana cho kỳ nghỉ 3 ngày 2 đêm. Vợ chồng tôi rất hài lòng, KS tọa lạc vị trí rất đẹp, phòng view biển rộng rãi, tiện nghi với đường hầm dưới đường Trần Phú ra biển an toàn. Chúng tôi rất tiếc chưa dùng bữa tại nhà hàng KS, vì phần lớn thời gian được bạn bè đưa đi khắp thành phố Nha Trang. Xin cảm ơn và hẹn gặp lại!"
Về KS Havana - Nha Trang,"Dịch vụ phòng và thức ăn khá tốt , nhưng cách làm việc của lễ tân có vấn đề, và với KS 5 sao như vậy có cần thiết bắt khách hàng phải ký quỹ khi lưu trú ko ? Khi trả phòng KS , chúng tôi ko đc trả lại tiền ký quỹ , khi xem lại giao dịch qua camera gắn tại quầy cũng ko nhìn thấy giao dịch giao nhận tiền tại quầy lễ tân của KS. Đôi co với nhau , chúng tôi sợ trễ giờ bay nên đành chấp nhận là để quản lý xem lại và trả lời sau.Sau mấy ngày thì KS báo lại là có nhận tiền ký quỹ của chúng tôi sau khi xem kỹ đoạn băng ghi hình  và xin số TK để hoàn trả.Vì các bạn là KS 5 sao nên cần tôn trọng khách hàng 1 chút chứ.Chúng tôi đã ở KS các bạn thì vài triệu đồng ký quỹ ko là vấn đề , nhưng cách hành xử của các bạn thì quá kém.và tôi hỏi thêm 1 câu : Nếu KS quy định phải ký quỹ mà chúng tôi chưa nộp tiền thì có cho chúng tôi nhận phòng ko ? Mà đến khi trả phòng thì bảo là ko có nộp tiền ? Các bạn đang tự mâu thuẫn với chính mình đấy .Các bạn có thể check lại việc này.Chúng tôi nhận phòng KS vào ngày 7/6/2015. Có  2 gia đình đi cùng nhau.(Thời gian phía dưới ko chọn đc tháng 6 nên phải chọn tháng 7.)Và năm nay chúng tôi vẫn đi Nha Trang nhưng các bạn ko còn là sự lựa chọn của chúng tôi nữa .Cám ơn nhiều"
"Nội thất của phòng rất tuyệt vời, mọi thứ đều tiện ích. Nhân viên khách sạn thân thiện nhiệt tình. Rất hài lòng","Khi nào quay lại Nha Trang đi du lịch cùng gia đình thì lựa chọn hàng đầu của tôi là khách sạn Havana. Mọi dịch vụ tại đây đều rất tốt, mang lại cảm giác thoải mái. Đặc biệt là con trai tôi rất thích bể bơi của khách sạn :)"
Khách sạn đẹp,"Phòng đẹp, view biển và phục vụ rất nhiệt tình, bãi tắm rất tiện nghi. :) rất gần khu trung tâm, rất tiện đi lại và di chuyển đến các khu vực thăm quan lân cận. Rất gần các quán Bar và các khu trung tâm mua sắm."
Exellent!,"Tôi đã có thời gian lưu trú tại KS 1 tuần. Gia đình tôi đã vô cùng thoải mái, vui vẻ khi lưu trú tại đây, bữa sáng phong phú, rất ngon miệng, phục vụ chu đáo, niềm nở, thân thiện. KS ở ngay vị trí trung tâm nên vô cùng thuận tiện, tầm nhìn ra biển rất đẹp. khi trở lại Nha trang tôi sẽ tiếp tục chọn Havana!"
Quá Tệ,"Quá tệ hại.Sảnh khách sạn, trong thang máy hay hồ bơi đều ồn như một cái chợ. Thang máy thì rơi rớt đồ ăn từ buffet (dưa hấu) nhưng không ai dọn. Với giá cả của một khách sạn 5 sao như thế này thì không hề tương xứng."
rất tốt,"Gia đình đã có 1 kì nghỉ tuyệt vời tại Havana, Phòng rỗng rãi, view đẹp, buffe khá phong phú và ngon nhất là món bánh cuốn. Giá phòng hợp ly, lần sau gia đình nhất định sẽ ở lại đây khi đến Nha Trang du lịch"
đánh giá,rất tốt tôi rất thích khách sạn của các bạn. trong chuyến đi sắp tới tôi sẽ chọn khách sạn của bạn tiếp tục. Nhân viên phục vụ rất ân cần và chu đáo dịch vụ cũng rất tốt.Phòng khách sạn rất đẹp với view nhìn ra thẳng biển
Tuyệt vời,"Phòng ốc sạch đẹp, mình ở phòng view nhìn ra biển. Các dịch vụ đều tốt, nhân viên nhiệt tình thân thiện. Các anh khuân vác hành lý rất dễ thương, mang giúp đến tận phòng và rất vui vẻ, không có tí gì tỏ vẻ khó chịu cả. Nhân viên lễ tân giải quyết các vấn đề phát sinh trong kỳ nghỉ rất tốt"
Good,"Tôi khá hài lòng về dịch vụ, tiện nghi phòng khách san, vị trí, phục vụ ăn sáng của khách sạn, đường hầm ra biển, lễ tân, đội ngũ phục vụ, và các tiện ích khác của khách sạn.Điều tôi chưa thích lắm là khách Trung Quốc nhiều quá."
một số góp ý,khách sạn nên sửa thiết kế bồn tắm để không bị rỉ nước ra sàn . Ngoài ra k nên sử dụng dép đi trong phòng loại mỏng và dễ trơn trượt như hiện nay (tôi đã bị chấn thương vì trượt chân trong khu vực toilet)
Havana thật là tuyệt !,"Chuyến đi nghỉ dưỡng thật tuyệt cho cặp đôi của chúng tôi , mọi thứ đều rất tốt , lần nào từ Mỹ về chúng tôi đều ở đây ,cãm thấy thật an tâm và thoải mái với các dịch vụ xông hơi , spa , gym , đây là điều mà chúng tôi rất thích !"
Good service and nice staff,"Tôi đã có 1 kỳ nghỉ rất thoải mái và tiện nghi tại Khách Sạn Havana Nha Trang. Khách sạn rất đẹp, phòng ốc tiện nghi, đặc biệt là view phòng hướng biển - tôi rất thích điều này! Cảm ơn rất nhiều và tôi sẽ quay lại khi có dịp! :)"
Đánh giá về kỳ nghỉ ở khách sạn BEST WESTERN PREMIER Havana Nhatrang,"Khách sạn phục vụ tốt, thân thiện nhưng có quá nhiều khách Trung Quốc nên nhân viên phục vụ cũng bông dưng trở thành người Trung Quốc khi cửa miệng luôn là các câu chào, hyoir thăm bằng tiếng Trung tạo cảm giác cho khách Việt khi ở khách sạn như thể đang là du khách nước ngoài ở 1 khách sạn Trung Quốc."
Khách sạn của sự hài lòng,"Tháng 12 rồi tôi đã đến nha trang và chọn havana là địa điểm dừng chân để bắt đầu hành trình trải nghiệm ở đó . Thật sự mà nói , tôi rất hài lòng về khách sạn , từ chất lượng phục vụ cho đến nội thất  . Rất đạt yêu cầu với tiêu chuẩn của 1 khách sạn 5 sao cũng như phù hợp với giá cả . Lần sau quay lại nha trang , tôi vẫn sẽ tiếp tục lựa chọn havana"
"Phòng view ổn, nhiều khách tquoc, hơi ồn ào , bể bơi k đẹp,  vị trí tốt, nhân viên lễ tân cũng bt, chưa nhiệt tình lắm","Phòng view ổn, nhưng nhiều khách tq, ồn ào, vị trí đẹp, bể bơi nhỏ và k đẹp . Với giá phòng 100usd thì chưa phải là giâ tốt, lễ tân chưa chuyên nghiệp lắm. Phòng xông hơi tốt. Ăn sáng khá phong phú. Skylight khá đẹp . Nhưng vẫn vé vào cửa."
Tốt,"Khách sạn sạch đẹp, NV than thiện chuyên nghiệp, ăn sáng ngon. Sau có dịp vào nha trang toi sẽ lữa chọn KS nàyCảm ơn các bạnMột kỳ nghỉ tuyệt vờiToi sẽ giới thiệu cho bạn bè để cùng tận hưởng DV tốt"
đánh giá ks Havana,"có quá nhiều khách TQ mất lịch sự, ồn ào, ăn sáng rất mất trật tự, không còn vip nữa. chen lấn lấy thức ăn, bỏ nhiều thức ăn buổi sáng, đông quá ngồi chung bàn, nói chuyện to tiếng mất lịch sự, cách phục vụ khách sạn kém hơn trước ."
danh gia diem kha cho khach san havana nha trang,"khach san co view bai bien, dep. khach san co qua nhieu khach trung quoc dan den gay on ao, lam cho chat luong nghi duong giam dang ke. trang bi trong phong kha thoai mai. vat dung va do tang kem khong xung tam cho dich vu  nam sao va chi phi phong."
Khách sạn có view tuyệt đẹp,"Khách sạn Havana Nha Trang nằm ở trung tâm thành phố, có view nhìn rất đẹp ra bãi biển và Vịnh Nha Trang. Phòng ốc tiện nghi được thiết kế hợp lý và sạch sẽ. Thực đơn ăn sáng khá phong phú. Tôi sẽ còn quay lại Nha Trang và Ks Havana là một lựa chọn hàng đầu của tôi và gia đình."
Chuyến nghỉ hè thú vị,"Phòng sạch đẹp, ngăn nắp, tiện nghi. Nếu đi Nha trang tôi sẽ quay lại nơi này để thưởng thức bia trên tầng thượng Skybar.Khách sạn có đường riêng ra bãi tắm Nha trang rất hữu ích, gần các tụ điểm ăn, chơi đi lại dễ dàng."
Khách sạn có view tuyệt đẹp,"Tôi rất hài lòng với Havana Nha Trang. Khách sạn ở vị trí trung tâm thuận tiện, view nhìn ra biển thật đẹp và lãng mạn. Phòng ốc thiết kế khá hợp lý, tiện nghi và sạch sẽ. Nhân viên nhiệt tình chu đáo với khách hàng. Tôi sẽ còn quay lại Nha Trang nhiều và Havana Nha Trang sẽ là lựa chọn hàng đầu của tôi và tối sẽ giới thiệu cho bạn bè mình về khách sạn này."
Tuyệt vời,"Phòng đẹp, sáng, view rất đẹp, nhiều tiện ích.Sạch sẽ, gọn gàng, mùi thơm dễ chịuNhân viên phục vụ: lịch sự, vui vẻ, nhiệt tình.Có khu tắm biển riêng và hồ bơi đẹpNói chung là rất tuyệt vời, xứng tầm là 01 khách sạn 5 sao.Cám ơn khách sạn, chúng tôi đã có một kỳ nghỉ thú vịMong rằng lần sau chúng tôi cũng được phục vụ và được ưu đãi tốt"
Dang gia chung,Nhin Chung la rat tot .de nghi khach tu Trung Quoc giu trat tu va lich du cu Xu co van hoa Dac biet trong khi an sang .kinh mong khách san linh dong giúp do to bay duoc Check in truoc . Vi thoi gian cua to bay rát thát thường .xin cam on
Absolutely nice relaxation!,"Phòng ốc của khách sạn đều có view ngắm biển rất lãng mạn. Phòng thiết kế rất gọn gàng và hợp lí nhưng cũng không kém phần tiện nghi, sang trọng. Ngoài ra, buffet sáng rất đa dạng với nhiều món ăn lạ, ngon miệng!"
KS TỐT,"Phòng view đẹp, nhân viên tiếp tân lịch sự. Check in và check out tạm được. Món ăn buffet buổi sáng chưa phong phú. Hồ bơi hơi nhỏ, và nhân viên hồ bơi chưa phục vụ khách tốt, k thân thiện. Nói chung đây là 1 KS tốt, và sẽ quay trở lại vào lần sau."
Khách sạn havana,"Khách sạn nói chung cungx được. So với khách sạn 5 sao tôi đã ở tại Nha Trang thì ks kém hơn. Nhân viên có 30% là rất lạnh lùng và đặc biệt nhân viên bãi biển đến h dọn ghế cất đi ko nhắc khách mà cứ gom hết đồ lại để 1 chỗ, khi lên thì thấy ghế thu từ lúc nào và đồ thì để 1 bên. Skylight thì rất ấn tượng- đây là điểm cộng cao nhất của khách sạn."
Mot su trai nghiem tuyet voi,"Phong Club Suite rat dep, quang canh nhin tu tang 30 rat tuyet ( ban dem cung nhu ban ngay ). Nhan vien thi lich su , vui ve , nha nhan . Vo chong minh rat hai long khi duoc trai nghiem tai khach san."
Xuất sắc,Gia đình tôi đã có kỳ nghỉ dưỡng tuyệt vời. Mọi thứ đều rất tốt. Chắc chắn chúng tôi sẽ quay lại và giới thiệu cho nhiều người khác. Chỉ có điều đường hầm từ khách sạn ra biển có nhiều mùi thuốc lá từ quán bar.
Rất tốt,"Khách sạn Havana Nha Trang nằm ở vị trị thuận lợi, dịch vụ tốt, bữa sáng khá đa dạng, nhân viên thân thiện. Tôi đã có 1 kỳ nghỉ hoàn toàn thoải mái và sẽ quay lại Havana trong kỳ nghỉ tại Nha Trang lần sau."
Tốt,"Phòng rộng rãi. Được nâng hạng phòng miễn phí khi hết phòng khách đặt. Bữa sáng chưa được ngon & trùng món ăn nhiều vì tôi ở 3n2d thấy 2 sáng ăn đều giống nhau. Hồ bơi đẹp, miễn phí sauna cho khách cư trú ở ks."
Khách sạn tốt,"Tôi hài lòng với khách sạn này, làm cho những ngày lưu trú ở Nha Trang càng thêm nhiều ý nghĩa. Tôi sẽ còn đến nha Trang nhiều và Hotel Havana sẽ là lựa chọn hàng đầu của tôi. Thành phố thanh bình, bãi biển đẹp, khí hậu tuyệt với, khách sạn sang trộng nằm ở trung tâm khu du lịch, đội ngũ phục vụ chuyên nghiệp. Đó là tất cả những gì tôi cảm tưởng về Nha Trang và khách sạn Havana."
Dịch vụ tốt,"Phục vụ tốt, view biển, sky lounge đẹp, dịch vụ đưa đón sân bay thuận tiện. Nằm ở mặt biển, vị trí trung tâm thuận tiện. Có đường hầm đi thẳng từ khách sạn ra biển an toàn và riêng biệt. Gần nhà hàng và các điểm thăm quan."
"Vị trí tốt, đồ ăn sáng ngon, lễ tân cần thân thiện hơn","Khách sạn nằm ngay sát biển, có lối thông ra biển từ tầng hầm nên rất thuận tiện cho đi lại. Đồ ăn sáng đa dạng và ngon. Phục vụ đến 10h sang nên nếu bạn dậy muộn, vẫn có thể thoải mái thưởng thướng đồ ăn sáng, cà phê với view nhìn ra bể bơi rất đẹp. Phòng ngủ sạch sẽ, rộng rãi, có bếp (tuy nhiên lại không có đồ bếp nên hầu như không sử dụng đươc bếp). Lễ tân cần tươi cười vui vẻ khi khách ra vào khách sạn, kể cả khi tiếp khách mới lẫn chào hỏi khách đang ở Khách sạn."
"Khách sạn khá tiện nghi, bài trí hiện đại","Khách sạn sạch sẽ, phòng ốc gọn gàng, đường ra bãi tắm thuận tiện, vị trí trung tâm. Tuy nhiên, có thể do áp lực nước từ trên cao, đôi khi nước trong bồn cầu bị bắn ra sàn phòng tắm, ảnh hưởng đến tâm lý khách du lịch."
Mọi viec deu on,"Sạch và chuyen nghiep. Nhung sofa co van de, mình và cháu của mình đều bị ghẻ bỏng sau khi tiep xuc vs sofa. Buffe tối tạm được co lẻ do deal...thích nhất là cai view bien tu tren cao rất đẹp. Có dịp se quay lại."
Thật là một kỳ nghỉ tuyệt vời,"Cám ơn Havana Nha Trang đã đem đến cho gia đình tôi những giây phút và sự trải nghiệm vô cùng hạnh phúc, Chất lượng dịch vụ thật sự hài lòng. Mong sẽ được trở lại với Havana Nha Trang trong một dịp gần đây. Thân!"
Đánh giá ksan Havana,"Phòng rất đẹp, dịch vụ tốtChỉ có 1 điều là rất nhiều người trung quốcHavana nên học tập các ksan khác cao cấp quanh khu vực là nên hạn chế ngườit trung quốc để nâng cao uy tín cua ksanĐồ ăn buffet cần đa dạng hơn vì qá nhièu tinh bột cho buổi sáng,"
Dich vu tuyet voi,Gia dinh minh da co ky nghi tuyet voi o Havana. Nhat dinh neu co dip minh se van chon Havana lam noi nghi cua minh. Mong rang Havana luon giu cach phuc vu khach hang tot nhu hien tai. Tuy nhien chi co mot gop y nho la nuoc day nuoc trong be boi tuong doi lanh
Cảm nhận.,"Gia đình tôi đã ở khách sạn Havana hơn 2 lần rồi, mọi thứ hai vợ chồng và hai con đều thích thú. Ăn sáng ngon, phòng ốc sạch sẽ, Wifi mạnh. Vị trí phòng nhìn ra biển thật là thư giãn. Nhưng điểm yếu chung ở Nha Trang không riêng gì khách sạn Havana là người Trung quốc đi du lịch nhiều quá, hầu như toàn khách sạn ít có người việt Nam. Thành ra thật sự không được thoải mái lắm, cảm thấy không yên tĩnh tí nào. Ngay sảnh ngồi ở khách sạn thiệt mình không muốn ngồi luôn, vì thấy ồn ào náo nhiệt quá. Tình hình chung của năm gần đây. Năm 2014 vẫn chưa thấy khách Trung quốc nhiều, khách Nga dễ thương nhẹ nhàng."
Nơi tuyệt vời để nghỉ dưỡng,"Mình rất hài lòng với sự phục vụ của khách sạn. Nhân viên làm việc chuyên nghiệp, nhã nhặn. Thích thiết kế đường hầm ra bãi biển. Những dịch vụ bổ trợ rất tiện ích. Buffet ăn sáng rất phong phú nhưng hơi ít hải sản."
tuyệt vời,"vị trí khách sạn thuận lợi, cơ cơ sở vật chất rất tốt,dịch vụ giải trí bar rất chuyên nghiệp, khẩu vị thức ăn tự chọn rất ngon và phong phú ,nhân viên phục vụ rất tốt, nói chung là tất cả gia đình tôi rất hài lòng..."
Cảm nhận khi nghỉ dưỡng tại Havana,"Lần đầu nghỉ tại Havana, tôi thấy nhân viên ở đây rất nhiệt tình và tận tuỵ với công việc. Phòng ốc và quang cảnh tại Havana rất đẹp, tôi rất thích. Đặt biệt là đường đi dưới lòng đất để ra biển làm tôi cảm thấy an toàn hơn. Buffet sáng tại khách sạn cũng đa dạng nhưng sang đến ngày thứ 2 và những ngày sau đó thì không có gì mới mẻ, đồ ăn lặp đi lặp lại hàng ngày( nếu bữa sáng đa dạng hơn thì thâtk tuyệt vời) . Dù có vài điều chưa ưng nhưng tôi vẫn chọn Havana là điểm đến nghỉ dưỡng của tôi khi đến Nha trang."
Khách sạn chất lượng kém,"Tôi ở căn hộ và thấy rất bt,đông đúc và hết sức ồn ào, bộ phận lễ tân chuyên môn kém, những điều trên đã làm hỏng chuyến đi nghỉ của gia đình tôi. Rất may mấy ngày sau gia đình tôi chuyển vào vinper ở"
"Tiện nghi hiện đại, vị trí tốt","Tôi đặt được qua người quen với giá tốt, ở phòng suite tiện nghi rất đầy đủ. Khách sạn ở giữa trung tâm, thuận tiện đi lại, có thể đi bộ ra chợ đêm. Có đường hầm đi ra biển. Điểm trừ duy nhất là bể bơi hơi bị hút gió"
