JbGkU,orRIx
Cảm nhận về dịch vụ ở Intercon!,"Ngày 25-26/10 chúng tôi đã có 1 kì nghỉ thật sự hài lòng tại ks Intercon. Tuy trời mưa lạnh nhưng sự nhiệt tình,thân thiện và những nụ cười của tất cả các bạn nhân viên, nhất là bạn Tuấn và bạn quản lý nhà hàng Citron đã khiến chúng tôi cảm thấy vô cùng ấm áp. Chúng tôi sẽ quay lại đây khi có dịp ❤"
Đánh giá,"Tôi là khách từ thành phố lên thăm quan khu resort mà tôi nghe nói là đẹp nhất châu Á. Thật sự tôi rất ấn tượng với cung cách phục vụ và đội ngũ nhân viên nhiệt tình của Intercontinental Đà Nẵng. Tôi thật sáng tượng với nhân viên tên Phước tại Long bar với sự chào đón niềm nở, anh Hòa, anh Lâm in room Dining hướng dẫn nhiệt tình khi chúng tôi bị lạc và chụp cho chúng tôi rất nhiều bức ảnh đẹp.Cảm ơn Intercontinental Đà Nẵng"
Một kỳ nghỉ dưỡng tuyệt vời tại Intercontinental Đà Nẵng,"- Đến lễ tân chúng tôi gặp ngay bạn Ngọc tiếp đón ân cần niềm nở với nơi ngồi chờ thủ tục check in thật thơ mộng .- Nghỉ ngơi xong chiều chúng tôi ra nhà hàng Barefoot để dùng tối thì được bạn nhân viên phục vụ nhà Nguyễn văn Dương phục vụ rất tận tình , chu đáo .- Sau buổi ăn tối chúng tôi đến 1 Bar của Pháp sau khi dùng cocktail tại đây lại được các bạn phục vụ Tuấn , Đựơc tại đây nhiệt tình đưa chúng tôi đi tham quan và giới thiệu kiến trúc độc đáo của nhà hàng . - Sáng nay dùng bữa sáng tại nhà hàng Citron cảnh quan thật đẹp ... chúng tôi lại được phục vụ bởi bạn Đình Pháp chu đáo lắm ! Chúng tôi rất vui và hạnh phúc khi các bạn nhân viên tại khách sạn rất dễ thương .Chúng tôi sẽ quay lại một ngày gần đây ."
Một ngày rất vui tại Intercontinental Đà Nẵng,"1/ Tại nhà hàng Barefoot: Lần đầu mình và em Linh đến đây  còn hơi bỡ ngỡ đã gặp bạn Nguyễn Văn Dương là phục vụ bàn  của nhà hàng bạn rất vui vẻ, ân cần sẵn sàng giới thiệu và hướng dẫn chúng tôi tỷ mỉ , phục vụ rất chu đáo, bạn đã tạo cho chúng tôi một bữa ăn rất ngon miệng, rất thoải và chúng tôi cảm thấy thân thiện khi đến nhà hàng này. Chúng tôi muốn gởi một lời khen ngợi đến bạn Dương."
"Một chuyến đi đáng nhớ, trải nghiệm tốt về dịch vụ","Không sai khi chọn InterContinental Danarng là điểm đến trong  cdịp lễ 2/9 vừa quaKhách sạn đẳng cấp, View hướng biển, dịch vụ sang trọng và nhân viên ở đây cực kì chuyên nghiệpđiểm trừ duy nhất ở đây theo mình đó là phòng hơi tối, vì mình có em bé đi cùng, nên phòng tối cũng khiến mình khó khăn trong việc chăm sóc béỞ đây hoà mình với thiên nhiên, nếu may mắn bạn có thể gặp được Vooc Chà Vá Châu Nâu, loài động vật sắp có nguy cơ tuyêt chủng. Và ở đây khỉ rất nhiều, bất cứ khi nào và bất cứ nơi đâuVì mình có em bé đi cùng, nên cũng sợ đàn khỉ làm ảnh hưởng đến bé. Lúc tối mình đang đi dạo quanh resort bằng đường bộ thì đột nhiên đàn khỉ ở đâu xuất hiện. Mình hoang mang cho em bé, và rất may gặp được Anh Hà Hoàng quản lý khu nhà hàng ở đây, Anh ấy dẫn mình đi qua con đường của nhà hàng VIP, nơi mà mình ko được bước chân vào để bảo đảm an toàn cho bé. Thật sự cám ơn anh. Qua hôm sau anh còn hỏi bé mình tối qua ngủ ngon ko, có sợ ko. Thật sự làm mình rất cảm kíchNếu có thể, bạn hãy đưa gia đình mình đến đây. Chắc chắn bạn sẽ hài lòng vì dich vụ nơi đây"
Kỳ nghỉ lễ 2/9,"Điều ấn tượng nhất khi rời khỏi resort là vẻ đẹp hoang dã hoà nguyện với thiên nhiên tạo nên sức hấp dẫn lạ thường rất phù hợp cho những kỳ nghỉ dưỡng. Dịch vụ tại resort khá chu đáo, nhân viên cực kỳ thân thiện dễ mến, thức ăn thì tuỳ vào sở thích của từng người, nhưng món việt tại nhà hàngCirtron khá là vừa miệng, nhân viên phục vụ dễ thương cực kỳ nếu đã đến đây mọn người đừng quên ghé long bar uống vài chai bia nghe nhạc và tận hưởng gió biển. Cấu trúc phòng theo hơi hướng á đông cổ điển gam màu hài hoà, đẹp nhất có lẻ là hành lang, mở mắt ra có thể thấy được cả rừng và biển, đây là 1 điểm cộng lớn cho resort."
Nơi lý tưởng đẹp để đi du lịch cùng gia đình,"Tôi có trải nghiệm 3 ngày 2 đêm tại đây cùng với gia đình , phòng có ban công , hướng biển , cảnh vật ban ngày và ban đêm nhìn ra biển rất đẹp và thơ mộng . Phòng sạch sẽ , nội thất và trang thiết bị mới và đẹp . Đồ ăn thì phong phú và đa dạng . Riêng về khách sạn cũng có các hoạt động và khu vui chơi dành riêng cho trẻ em . Đặc biệt tại khách sạn có quầy bar được thiết kế rất đẹp và rất bắt mắt . Đồ uống và các món ăn nhẹ ngon . Tôi rất là thích bạn Duyên và Bạn Quỳnh , thân thiện , dễ mến , nhiệt tình .  Gia đình tôi sẽ quay lại vào thời gian sớm nhất ."
Nơi đẳng cấp giao thoa,"Tôi đã cùng gia đình có chuyến nghĩ dưỡng tại InterContinental Da Nàng resort. Tôi rất vui và thoải mái khi lẻ nơi này, nhân viên thân thiện và dịch vụ rất tốt. Đặc biệt cảm ơn bạn Hưng bộ phận Guest activities đã giúp tôi có những bức hình rất đẹp, thái độ phục vụ rất tốt. Tôi và gia đình sẽ quay lại lần sau. Một nơi thật tuyệt vời^^"
Amazing trip,"Một công trình đáng ngưỡng mộ. Kiến trúc thật tuyệt vời. Nội thất cổ điển, hài hoà. Tuy nhiên các dãy phòng không có thang máy nội bộ nên nhà nào có người già và trẻ nhỏ nên note các phòng ngay mặt đường để dễ duy chuyển. Tầm nhìn từ các phòng ra biển siêu đẹp. Thang máy từ dưới biển lên tầng cao rất thú vị. Khỉ hơi nhiều nên khoá cửa phòng cẩn thận."
Longbar rất đẹp và Intercontinental là nơi đáng tới,"Intercontinental Da Nang là nơi tôi muốn đưa gia đình và bạn bè tới đây nhiều lần. Tôi rất ấn tượng với kiến trúc tuyệt đẹp và thái độ phục vụ nhiệt tình thân thiện lại vui tính của nhân viên ở đây, đặc biệt là bạn Kaveesh, Duyên. Hẹn gặp lại"
Heaven in Viet Nam,"Đây là khách sạn tốt nhất tôi từng biết, dịch vụ chu đáo, nhân viên thân thiện, đặc biệt là bạn Phước ở Long Bar rất chuyên nghiệp và vui tính. Quầy bar còn có happy hour 5-7 giờ chiều nên rất tuyệt nếu bạn là người muốn thưởng thức các loại đồ uống khác nhau, bên cạnh đó các món snack đi kèm cũng rất ngon."
Xuất sắc,"Phong cảnh đẹp, phòng hiện đại.Ăn uống ngonYên tỉnh, mọi thứ nghỉ dưỡng rất tuyệtẤn tượng cô Thuỷ yoga teacher và Vy Nhà hàng citron: vui vẻ, thân thiện và rất nhiệt tình.Chỉ có xe đưa đón hơi chậm và chưa thể hiện sự nhiệt tình chút.Hẹn gặp hè năm sau cùng với nhóm bạn."
chốn thần tiên hạ giới,không gian đẹpnhân viên thân thiện văn minh đầy tinh tế luôn biết cách làm cho khách hàng hài lòng và chụp cho khách hàng những góc ảnh đẹp về nơi đây để lưu trữ lại những kĩ niệm đẹp về chốn thiên đường này ( mr - tiến giải trí ) sẽ quay lại đây nếu cơ dịp
Một nơi tuyệt vời để nghỉ dưỡng cùng gia đình,"Khách sạn có kiến trúc tuyệt đẹp. Vị trí có 1 không 2. Gần gũi thiên nhiên, không khí trong lành. Bãi biển tuyệt vời, riêng tư. Nhân viên khách sạn thân thiện, dễ mến, helpful. Đồ ăn đa dạng, phong phú."
Một trải nghiệm tuyệt vời ở InterCon,"Dù đã nghe nhiều về InterCon này nhưng khi được nhìn thấy tận mắt mình thật sự choáng ngợp về cảnh vật và không gian nơi đây. Mình đã có một bữa tối ăn buffet tại nhà hàng barefoot, phải nói cực kỳ ấn tượng. Không gian ấm cúng, dưới ánh nến của bàn ăn tạo cảm giác thoải mái, khiến mình rất muốn quay trở lại đây một lần nữa. Món ăn ở đây rất ngon, theo đúng yêu cầu của mình và mình cũng cám ơn chị quản lý tên Nhân, 3 bạn nhân viên tên Dương, Dũng, Oanh đã chăm sóc, quan tâm, phục vụ mình nhiệt tình trong bữa ăn. Đó là một bữa tối trải nghiệm tuyệt vời của mình ở nhà hàng InterCon."
Đây sẽ là địa điểm mình quay lại thường xuyên hơn ❤️,"Mình đã có kỳ tuyệt vời ở đây, không gian đẹp, nhân viên phục vụ nhiệt tình, nhẹ nhàng, chăm sóc khách hàng chu đáo.View phòng hướng biển siêu đẹp.. Ở nhà hàng Citron đồ ăn rất ngon, có bạn nhân viên tên Vy chăm sóc khách rất tận tâm🥰mình đã có nhiều bức ảnh đẹp ở đây❤️ có rất nhiều hoạt động như làm nón lá, câu cá, chèo thuyền cho mọi người tham gia."
Excellent!!!,"Tiến, Dũng đã giúp khách hàng như bạn Quỳnh có những tấm hình trên cả tuyệt vời. Lần thứ 2 đến Inter Continental, nhưng đây là lần ấn tượng nhất, cám ơn 2 em đã kiên nhẫn, dành thời gian chỉ dẫn cho Quynh những gốc chụp ảnh đẹp nhất. Quynh sẽ trở lại một ngày gần nhất"
Vẫn yêu nơi đây như thuở ban đầu,"Trở lại Intercontinental Sun peninsula sau 3 năm thương nhớ, cả gia đình có 2 đêm trải nghiệm tại villa tổng thống 108 và 1 đêm ở villa 997 ăn mừng sinh nhật bà ngoại Misu, đúng là 3 đêm tuyệt vời ở chốn thiên đường nơi hạ giới.Villa rộng choáng ngợp, đẹp tinh tế từng chi tiết nhỏ, nhân viên chu đáo tận tâm cùng những bữa ăn phục vụ tại phòng hay ở nhà hàng ngon thổn thức. Bể bơi vô cực khơi gợi bao cảm xúc, khung cảnh thiên nhiên mỹ lệ với bãi biển sạch trong thơ mộng, nếu có từ gì để chê khu nghỉ dưỡng này, chắc đó là bởi nơi đây “ quá đỗi gieo rắc thương nhớ “ cho du khách."
Dịch vụ vô cùng tốt,"Tôi rất thích kì nghỉ của chúng tôi ở đây. Tất cả mọi thứ đều rất ok. Tôi đặc biệt thích đồ ăn trên resort. Khi tôi ra sân bay, tôi được tiếp đón vào phòng chờ ở sân bay. Riêng bạn Tâm ở sân bay phục vụ rất tận tình chu đáo. Các bạn nhân viên cũng rất thân thiện. Cảm ơn."
Tuần trăng mật tuyệt vời,Vợ chồng mình đã có tuần trăng mật tuyệt vời ở intercontinen.khu nghỉ dưỡng đẹp tuyệt.thiết kế xuất sắc hòa mình với thiên nhiên.các chú khỉ nhảy nhót vẫn nghe được tiếng chim hót líu lo.các bạn nhân viên thân thiện.mình đi trăng mật còn được tặng bánh và sâmpanh mọi thứ thật tuyệt vời
Bán đảo sơn trà tuyệt đẹp và hùng vỹ,"Thiên đường nghỉ dưỡng tuyệt vời . Mọi thứ dịch vụ tốt nhất , không có gì là không hài lòng. Chỉ góp ý với resort là mọi phòng ở được dùng với bữa sáng miễn phí là ok luôn . Mọi người hãy ghé và cảm nhận thử nhé"
Chúng tôi rất hài lòng,"Gia đình chúng tôi đã tham qua nghỉ dưỡng tại resort 5 ngày 4 đêm, cảm thấy rất hài lòng với tất cả các dịch vụ và nhân viên tại resort, nhân viên rất chuyên nghiệp, vui vẻ, nhanh nhẹn. Do chuyến bay về Saigon bị delay gia đình đã đến phòng chờ của resort tại ga đi sân bay DaNang gặp nhân viên tên Tâm và Hiền rất nhiệt tình và chu đáo nên cảm thấy thời gian bớt mỏi mệt, gia đình chúng tôi cảm thấy rất hài lòng và cảm ơn đến tất cả nhân viên của resort, đặt biệt các bạn Lê Tuấn bên nhà hàng Citron và bạn Tâm, Hiền ở phòng chờ tại sân bay! Trân trọng!"
Amazing,Đã được nghe rất nhiều về nơi này Nhưng khi đặt chân đến thật sự mình bị choáng ngợp trước nơi này Cơ sở vật chất rất sang trọng Phục vụ rất tận tình và chuyên nghiệp Từ phòng nhìn ra biển cực kỳ đẹp Không biết làm sao diễn tất được hết nét đẹp ở đây Và ở đây có nhà hàng cực kỳ ngon và nổi tiếng Mong các bạn đến và trải nghiệm Chắc chắn mình sẽ quay lại
Chuyến nghỉ mát của gia đình,"Tốt: Cơ sở vật chất tuyệt vời, phong cách phục vụ chuyên nghiệp và đẳng cấp, các món ăn tại nhà hàng rất ngon.Chưa tốt: các bạn tư vấn đặt phòng giải đáp ko thỏa đáng, cần lưu ý trong việc tư vấn để tránh ảnh hưởng quyền lợi của khách hàng"
Khu Nghỉ Dưỡng Top Đầu Việt Nam,"Thật sự rất choáng ngợp khi đến với IntercontinentalDaNang. Rất hoàn hảo.Phòng ốc rất đẹp, rất rộng và có không gian đẹp.Dịch vụ ở đây mọi thứ không thể chê được.Nhân viên lễ phép, chu đáo. Tận tình...Rất thích dịch vụ cho khách hàng khi xuống bể bơi và ra biển. Được cung cấp nước, kem chống nắng cho khách. Rất là tuyệt vời.Đồ ăn ở đây mọi thứ rất ngon!"
Một trải nghiệm thú vị,"Tôi và chồng tôi đã có 1 chuyến nghỉ ngơi tại đây, thức ăn rất ngon, cảnh đẹp, nhân viên tư vấn nhiệt tình, Tôi hi vọng có nhièu chính sách ưu đãi cho những cặp đôi khi nghỉ dưỡng tại đây. Hi vong lần sau đến có mức giá phù hợp"
Cảm thấy thỏa mái tại nơi đây,"Tôi chưa từng trải nghiệm khách sạn nào tốt đến như vậy, view thì tuyệt vời cho mọi gốc nhìn. Thỏa mái cực kì, khiến tôi và gia đình không thể nào quên được nơi này, nhất định có dịp tôi sẽ đến và sử dụng dịch vụ tại đây."
KHÁCH SẠN ĐẲNG CẤP 6*,"Gia Đình tôi hòan tòan hài phòng với các dịch vụ của Khách sạn. Tôi đã đi du lịch rất nhiều nơi trong và ngòai nườc nhưng nơi đây tôi thực sự cãm thấy thỏai mái khung cảnh tuyệt đẹp, kiến trúc gần gũi Một trải nghiệm thú vị và rất mong được gặp lại. Cám ơn các bạn vì tất cả."
Kỉ nghỉ tại intercontinental Đà nẵng,"Không có gì phải phàn nàn về dịch vụ tại đây , khung cảnh đẹp và lãng mạng . Nhân viên thân thiện , dịch vụ tốt . Tôi đã ở gần hết những resort tại Đà Nẵng nhưng lần đầu tiên tôi và gia đình nghỉ tại intercontinental . Tôi và gia đình sẽ còn quay lại vào những lần tiếp theo"
Moi thu rat tuyet voi hon ca mong doi,"Tu nhan vien don tiep tai San bay,den khi nhan phong va tat ca dich vu tai khach san rat tuyet voi.Tat ca la mot dich vu tuyet voi hon ca mong doi.Cam on nhom le tan va nhom don tiep tai san bay,vi cac ban da cho Toi mot cam giac nhu dang den mot thien duong,Toi cam nhan duoc su chu dao cua tat ca cac Ban qua cach phuc vu chuyen nghiep va rat nhiet tinh.Toi hy vong se co mot chuyen quay tro lai trong ki nghi sap toi"
Kì nghỉ thú vị tại Intercontinental Đà nẵng,"Tôi và gia đình đã có kì nghỉ thật tuyệt vời tại nơi đây.dịch vụ rất hoàn hảo.nhân viên nhiệt tình,thân thiện.đặc biệt khi ra sân bay dc e Gia và e Na ra tận taxi đón làm check in rồi đưa vào phòng chờ tại sbay.chúng tôi rất hài lòng và chắc chắn sẽ trở lại."
"“ Beautiful place, stay in Da Nang “","Resort và phong cảnh đẹp tuyệt vời, nhân viên nhiệt tình thân thiện, có cảm giác gần gũi !Phòng tuyệt đẹp không có một lời nào để phê bình!Phong cảnh quá đẹp với đày đủ núi, rừng, sở hữu bãi tắm riêng : Tất cả đều rất tuyệt vờiLong Bar có rất nhiều món cocktail rất lạ, đặc biệtNếu có cơ hội, mọi người nên thử:)"
Một kỳ nghỉ không thể tuyệt vời hơn!,"Đây là lần đầu mình tới InterContinental Đà Nẵng và kỳ vọng rất nhiều vào nơi này. Quả không làm mình thất vọng, kiến trúc và trang thiết bị kết hợp giữa sự hiện đại và cổ kính đúng như tên gọi Penisula, thật tuyệt vời. Phòng ốc cực sạch sẽ và mới, thật bất ngờ về những amenities đã được set up sẵn dành cho member. Dịch vụ thì không biết chê vào đâu được, rất cảm ơn bạn Hạ, Tâm (Club Lounge) đã nhiệt tình hỗ trợ bữa sáng và trò chuyện cùng mình (truly hospitality), cảm ơn bạn Nyny (Club Supervisor) về ấm trà gừng được offer tại phòng để mình cảm thấy sức khoẻ ổn hơn (thumbs up for best stay in moments), và đặc biệt cảm ơn ông Seif Hamdy đã cho mình tận hưởng những điều tốt đẹp nhất của nơi này What an execelent you are!!! Không ngần ngại chia sẻ và giới thiệu với bạn bè mình về nơi này, hẹn InterContinental Đà Nẵng một ngày không xa !"
Tháng 5 rực rỡ ở thiên đường nghỉ dưỡng.,"Đầu hè, tôi đã chọn Intercontinental Đà Nẵng để nghỉ dưỡng cùng gia đình. Bản thân đã đi nhiều nơi trên đất nước mình nhưng đây là lần đầu tiên tôi được đến 1 nơi tuyệt đẹp như nơi này. Mọi thứ thật hoàn hảo và hài lòng ngay khi bước vào sảnh. Nhân viên lễ tân ở nơi này với tôi rất chuyên nghiệp và thân thiện làm gia đình tôi quên đi cái mệt đầu hè.Đi đến đâu tôi cũng nghe "" xin chào"" vô cùng ấn tượng. Được hướng dẫn kỹ càng khi đến từng khu vực.Cảnh đẹp nơi đây làm tôi thấy vô cùng thoải mái, trong lành, ấn tượng. Tôi mong được quay lại đây nhiều hơn nữa."
❤️❤️❤️Quá tuyệt vời❤️❤️❤️,"Resort đẹp và tuyệt vời nhất mình từng đi. Mọi thứ đều rất đẳng cấp. Từ kiến trúc,ẩm thực đến cách phục vụ thân thiện . Cho mình cảm giác đang đc trải qua những ngày thư giãn hưởng thụ tuyệt hảo nhất trong năm 😘😘😘Sẽ cùng bạn bè hoặc gia đình quay lại sớmVừa về đến Hà Nội đã nhớ chốn tiên cảnh này rùi 😍😍😍😍😍"
Buổi trưa tuyệt vời,"Sunday brunch tại nhà hàng Citron thật tuyệt vời,đồ ăn trong buffet rất phong phú và rất nhiều sự lựa chọn cho thực khách, nhân viên rất thân thiện luôn luôn nở nụ cười vs khách hàng , âm nhạc trên cả tuyệt vời, tôi cực kỳ ấn tượng với món cocktail heavenly fire,nên đến và thử một lần tại nhà hàng Citron."
Resort đẹp nhất Việt Nam,"Tôi đã đi 2 lần và sẽ tiếp tục quay lại nơi đây. Kiến trúc độc lạ cùng không gian thiên nhiên núi rừng, biển đan xen gần gũi. Yên tĩnh nhưng không quá tĩnh lặng heo hút. Trốn khỏi cuộc sống vội vã ở thành thị về resort đẹp như tiên cảnh như được làm tươi mới con người."
Resort đẹp nhất Việt Nam,"Resort và cảnh quan đẹp tuyệt vời, nhân viên nhiệt tình thân thiệt rất là dễ thương, tạo cảm giác thoải mái cho khách. Mình trải nghiệm buổi tối ở Barefoot trong không gian lãng mạn, các món ăn rất ngon, và vừa miệng. Long Bar có nhiều món cocktail rất lạ, rất đặc biệt, nếu có cơ hội mọi người nên thử."
Một thế giới khác trong lòng Đà Nẵng,"Khi các em tôi từ xa về Việt Nam, tôi có dịp được đưa gia đình lên nghỉ ngơi và sử dụng dịch vụ tuyệt vời Intercontinental Đà Nẵng. Nhân viên rất thân thiện, nhiệt tình hướng dẫn, nhất là bộ phận FO. Cảnh quan rất đẹp, đồ ăn và uống rất ngon. Tôi và gia đình cảm thấy hài lòng. Tôi sẽ quay lại khi có dịp"
Mot noi nghi duong tuyet voi,"Toi da co dip den tham quan va an uong tai khu nghi duong intercontinental Da Nang Viet Nam. Moi thu rat dep, canh quan an tuong. Nhan vien Le tan khach san rat nhiet tinh, than thien, Quan ly o day chuyen nghiep va chu dao, toi duoc tiep don nong nhiet. Co dip ve Viet Nam chac chan toi se quay lai."
Một buổi tối vui vẻ.,Chúng tôi đã có buổi ăn tối buffet vui vẻ và ý nghĩa tại nhà hàng Citron. Chúng tôi uống cà phê. Nghe nhạc. Và thưởng thức món ăn. Nhân viên rất tử tế và lịch thiệp. Chúng tôi sẽ ghé lại resort khi có dịp.
"Resort sang trọng, khung cảnh tuyệt đẹp, rất phù hợp cho gia đình đi nghỉ ngơi.","Đánh chung rất hài lòng, sang trọng đẳng cấp, vị trí tuyệt đẹp, khung cảnh tuyệt vời. Thái độ của nhân viên rất ân cần, chua đáo, từ anh xe điện tới các em trong nhà hàng,...Có lẽ tôi đi vào thời điểm vắng khách chăng? Về ăn uống, cũng rất đa dạng rồi nhưng cá nhân tôi muốn có thêm món bún bò huế, mì quảng,... Tối ở đây ít có chỗ chơi nên ở phòng nên trang bị TV và truyền hình chất lượng tương xứng. Xung quanh các ngồi nhà thay vì để bụi rậm hoang sơ nên trồng cây xanh, nếu trồng được hoa thì chắc sẽ lung linh hơn. Tôi ra đây đúng vời thời điểm biển động, trời lạnh nên không được tắm biển, hồ bơi. Tiếc quá. Xin cám ơn các bạn."
Amazing Service and Fabulous Facilities,"Cơ sở vật chất rất tuyệt vời. Phòng mình ở tại resort được đội ngũ housekeeping chăm sóc rất tận tình chu đáo. Các tiện nghi trong phòng sang trọng, thiết kế hài hoà và tinh tế. Các bạn nhân viên ở kids’ centre thì vô cùng nhẹ nhàng và thân thiện với em bé nhà mình, dành tận 2 tiếng chơi cùng và chăm sóc bé, giúp mình và bà xã có thời gian hàn thuyên và nhăm nhi cà phê  & snacks ở long bar. Và thêm nữa, long bar có view rất đẹp nếu bạn là người muốn selfie. Sunday Brunch Buffet là một trải nghiệm ẩm thực không thể nào bỏ qua nếu bạn đến Intercontinental Resort - World Class. Gia đình mình rất hài lòng với trải nghiệm tại Resort. Chắc chắn sẽ come back soon."
Resort đẹp nhất và tốt nhất ở Miền Trung Việt Nam,"Khách sạn quá đẹp,dịch vụ 5 sao, Giám đốc khách sạn Seif phục vụ trên cả tuyệt vời,nên đến đây 1 lần , khung cảnh lãng mạn cho cặp đôi.Lần tới đến đây sẽ book phòng Beach Villa với hồ bơi riêng, tuyệt vời"
"Resort InterContinental Danang, Barefoot Restaurant, Citron Restauranf","Phòng ốc nội thất tuyệt vời, sang trọng. Cảnh quang rất đẹp, hữu tình. Thiết kế ở đây rất đẹp, trên cả tuyệt vời. Đến khu vực nào của resort, các bạn đều thấy những kiến trúc đẹp và lạ.Không nhà hàng nào giống nhà hàng nào, đặc biệt toilet các nhà hàng đều có nét đặc trưng riêng của từng nhà hàng.i Ăn ngon, buffet sáng ở Citron rất ngon, phong phú, nhân viên chu đáo, nhiệt tình. Buffet ở Barefoot cũng rất ngon. Chỉ cần bạn than phiền về vấn đề gì trong cung cách phục vụ, bạn sẽ nhận 1 thư xin lỗi kèm 1 cái gì đó , 1 đĩa chocolate hay 1 phiếu giảm giá dịch vụ ở các nhà hàng chẳng hạn và hầu như quản lý các điểm đều biết về sự bất tiện này và rất quan tâm để làm hài lòng mình. Điều bất tiện duy nhất ở đây là khuôn viên resort quá rộng, các ddieerm giải trí quá xa nhau, nên với những người chân yếu thì việc đi lại hơi khó khăn, dù có cab, có xe điện nhưng vẫn phải đi đến trạm, vẫn phải lên xuống những bậc thang. Nhưng nhìn chung là rất tuyệt vời.Công Dung"
Chưa Phải Rất Tốt,"Mọi cái rất tốt, phòng ốc không gian tuyệt vời, phong cảnh hữu tình, nhưng về phục vụ thì thật sự chưa xứng đáng với giá trị bạn bỏ ra, với số tiền như vậy chúng ta có thể chọn những khách sạn khác tốt hơn."
Kiến trúc đáng kinh ngạc,"Resort xây dựng theo kiến trúc lạ mắt, và đáng kinh ngạc. Tầm nhìn thật tuyệt vời, dù ở phòng nghỉ, nhà hàng hay trên cáp treo Nam Tran. Bạn chỉ nhìn thôi là thích ngay nơi này được ấy.Nhưng gia đình tôi thật sự không đánh giá cao dịch vụ của InterContinental. Có lẽ khách của họ quá đông, mà lượng nhân viên thì không đáp ứng kịp nên các yêu cầu về gọi xe điện, hỗ trợ hành lý, dinning room, dọn phòng, ghế bãi biển,...đều rất chậm trễ. Mà câu đầu tiên của nhân viên resort đáp lại khi chúng tôi phàn nàn đều là tại vì đông quá, tại vì xa quá, mãi một lúc họ mới thèm thốt lên câu xin lỗi sau khi đã khiến chúng tôi bực mình. Quản lý khách sạn thì rất niềm nở & nhiệt tình!Ở đây 2 đêm, với chúng tôi là chuyến đi đáng nhớ. Nhớ kiến trúc & cảnh quan, nhớ thái độ phục vụ của họ. Và nói thật là resort có nổi tiếng cỡ nào, chúng tôi không nghĩ mình sẽ quay lại."
Tuyệt vời,"Tôi rất hài lòng về khu nghỉ dưỡng. Từ nhân viên, bữa ăn, cơ sở vật chất, mọi thứ đều tốt và thân thiện. Tuy nhiên có hơi chút bất tiện là 15h00 phòng mới sẵn sàng và chúng tôi bị check in muộn. Tôi sẽ quay lại khu nghỉ dưỡng mỗi khi tới Đà Nẵng."
Đánh giá về mọi mặt thật tuyệt vời,"Chg tôi rất hài lòng môi trường khu nghỉ dưỡng gần gũi thiên nhiên cảnh quan thật dễ chịu . Nhân viên phục vụ thân thiện nhiệt tình .Bãi biển sạch đẹp , các bể tắm cho gia đình cũng thật tiện.Phòng ở đủ tiện nghi cần thiết"
Nơi nghỉ dưỡng tuyệt vời!,"Gia đình tôi nghỉ ở đây 3 ngày 2 đêm và quả thực đã có một kỳ nghỉ tuyệt vời!  Phòng: tuyệt đẹp, không một chỗ chê.  Cảnh quan: không còn gì đẹp hơn vs đầy đủ núi đồi, rừng, bãi cát và biển. Tất cả đều rất đẹp!  Nhà hàng + ăn uống: Buffet sáng rất ngon và nhiều món. Phục vụ rất chu đáo khi phòng order đồ ăn có gọi thêm chút gia vị thì nhân viên phục vụ đáp ứng rất nhanh, lễ tân còn gọi hỏi tôi đã nhận được đúng yêu cầu chưa.   Nhân viên ở đây rất chu đáo, nhiệt tình và thân thiện.  Mặc dù di chuyển trong khuôn viên resort có đôi chút bất tiện nhưng xe điện phục vụ rất nhanh chóng. Đối với tôi thì rất thích đi bộ đến và sử dụng Nam Tram.  Kid's Club và Gym đều rất tốt!"
Kỳ nghỉ thú vị !,"Cảm ơn các bạn đã đem đến cho gia đình tôi một kì nghỉ đầy cảm xúc ! Tôi đã từng đến nơi đây không chỉ một lần , tuy nhiên kì nghỉ này tôi cảm nhận được sự khác biệt so với các kì trước đây . Các bạn đã làm rất tốt , thay đổi rất nhiều từ khâu tiếp đón cho tới buồng phòng . Thật thú vị khi ra bãi biển ! Chúng tôi được chăm sóc chu đáo nhiệt tình . Và nữa ,nếu không nói đến dịch vụ tại nhà hàng là một thiếu sót của tôi , các bạn làm rất tốt ! Mọi khách hàng đều được chăm sóc nhiệt tình , món ăn thì phong phú hơn ( đặc biệt là nhà hàng Citron) . Thật tuyệt vời! Tôi luôn dõi theo các bạn và tin tưởng rằng các bạn sẽ luôn phát triển và giữ vững những gì mình đạt được , xứng đáng là nơi nghỉ dưỡng đẳng cấp nhất ! Hẹn gặp lại các bạn ."
Thật tuyệt vời!,"Chỉ 1 ngày ở lại nhưng kỳ nghỉ đã để lại trong chúng tôi  nhiều ấn tượng đẹp.Từ cảnh quan đến phòng ở,bãi biển,ẩm thực,cung cách phục vụ...Chúng tôi rất hài lòng.Chỉ tiếc là chúng tôi không có điều kiện để ở lại nhiều hơn.Hy vọng sẽ có 1 kỳ nghỉ lần sau.Nếu được lựa chọn chúng tôi sẽ chọn bạn InterContinental Danang!"
